TITULO,CODIGO INMUEBLE,ÁREA PRIVADA,ÁREA CONSTRUÍDA,PRECIO POR M²,ESTRATO,ANTIGUEDAD,HABITACIONES,BAÑOS,PARQUEADEROS,BARRIO,DIRECCIÓN,PRECIO
Apartamento en venta,10070635,48 m²,50.0m²,3500000,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Preguntar al anunciante,175000000
Apartamento en venta,10070635,48 m²,50.0m²,3500000,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Preguntar al anunciante,175000000
Apartamento en venta,10032697,48 m²,48.0m²,3645833,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,KR 116B # 74A - 40,174999984
Casa en venta,7760381,56 m²,99.5m²,2914572,2,1 a 8 años,2,1,3,Centro engativa - Bogotá,calle73b#116c50,289999914
Casa en venta,7804908,0 m²,171.0m²,1578947,2,16 a 30 años,6,3,1,Centro engativa - Bogotá,Cra. 120 69 b-39,269999937
Apartamento en venta,7975762,0 m²,45.0m²,4222222,3,16 a 30 años,3,2,0,Centro engativa - Bogotá,Preguntar al anunciante,189999990
Casa en venta,10039803,0 m²,33.0m²,4848484,2,1 a 8 años,3,3,0,Centro engativa - Bogotá,Carrera 121 # 73 - 27,159999972
Casa en venta,7817452,0 m²,150.0m²,2660000,3,menor a 1 año,5,3,1,Quirigua oriental - Bogotá,Transversal 90A # 82 - 14,399000000
Apartamento en venta,10042371,50 m²,53.0m²,3396226,3,9 a 15 años,3,2,0,Centro engativa - Bogotá,Calle 72F # 114 - 51,179999978
Apartamento en venta,10047609,0 m²,50.0m²,3500000,3,1 a 8 años,3,2,1,Centro engativa - Bogotá,Calle 72F # 116B - 84,175000000
Apartamento en venta,10037462,50 m²,50.0m²,3540000,3,9 a 15 años,3,2,0,Centro engativa - Bogotá,Calle 72F # 116B - 84,177000000
Apartamento en venta,10053466,0 m²,50.0m²,3700000,3,9 a 15 años,3,2,0,Centro engativa - Bogotá,Calle 72F # 116B - 84,185000000
Apartamento en venta,10067927,50 m²,50.0m²,3160000,3,9 a 15 años,3,2,0,Centro engativa - Bogotá,Calle 72F # 116B - 84,158000000
Apartamento en venta,10034460,56 m²,56.0m²,2857142,3,1 a 8 años,3,1,2,El palmar - Bogotá,Carrera 119A # 65A - 20,159999952
Casa en venta,10065413,0 m²,540.0m²,1444444,2,Sin información,19,10,0,El palmar - Bogotá,Calle 65 # 116C - 24,779999760
Apartamento en venta,7694571,39 m²,42.0m²,3285714,2,16 a 30 años,2,1,0,El palmar - Bogotá,Preguntar al anunciante,137999988
Casa en venta,10053907,0 m²,285.0m²,1929824,2,16 a 30 años,9,5,0,Marandu - Bogotá,Calle 69D # 112 - 61,549999840
Casa en venta,10057651,0 m²,285.0m²,1859649,2,16 a 30 años,9,5,1,Marandu - Bogotá,Calle 69D # 112 - 61,529999965
Apartamento en venta,10050297,0 m²,215.0m²,2697674,2,más de 30 años,9,4,1,Marandu - Bogotá,Calle 69D # 111C - 77,579999910
Apartamento en venta,10044664,0 m²,59.0m²,4406779,4,1 a 8 años,3,2,1,Centro engativa - Bogotá,CL 74A # 116B - 60,259999961
Apartamento en venta,10046226,47 m²,47.0m²,3829787,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Preguntar al anunciante,179999989
Apartamento en venta,7961484,0 m²,49.0m²,3265306,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Preguntar al anunciante,159999994
Apartamento en venta,10069715,50 m²,50.0m²,3762000,3,9 a 15 años,3,2,0,Villas de alcala - Bogotá,Preguntar al anunciante,188100000
Apartamento en venta,10067076,65 m²,65.0m²,4292307,3,9 a 15 años,3,2,1,Villas de alcala - Bogotá,Preguntar al anunciante,278999955
Casa en venta,10056052,0 m²,52.0m²,2788461,3,1 a 8 años,5,2,0,Centro engativa - Bogotá,Preguntar al anunciante,144999972
Apartamento en venta,7947606,45 m²,50.0m²,3580000,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Preguntar al anunciante,179000000
Apartamento en venta,8008111,0 m²,52.0m²,3750000,3,1 a 8 años,4,2,0,Centro engativa - Bogotá,Preguntar al anunciante,195000000
Apartamento en venta,7642534,0 m²,65.0m²,4307692,4,9 a 15 años,3,2,1,Villas de alcala - Bogotá,Preguntar al anunciante,279999980
Apartamento en venta,10067608,50 m²,52.0m²,3423076,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Calle 72F # 116B - 84,177999952
Apartamento en venta,10058563,49 m²,49.0m²,3469387,3,1 a 8 años,3,1,0,Centro engativa - Bogotá,Calle 72F # 116B - 84,169999963
Casa en venta,7984625,50 m²,50.0m²,8400000,2,16 a 30 años,6,3,1,Centro engativa - Bogotá,Preguntar al anunciante,420000000
Casa en venta,10053964,0 m²,150.0m²,2600000,3,menor a 1 año,5,3,1,Quirigua oriental - Bogotá,Transversal 90B # 82 - 10,390000000
Casa en venta,10035940,0 m²,144.0m²,2395833,2,16 a 30 años,5,2,0,El danubio - Bogotá,Carrera 105F # 67B - 12,344999952
Casa en venta,10038923,0 m²,33.0m²,4848484,2,1 a 8 años,3,3,0,Centro engativa - Bogotá,Carrera 121 # 73 - 27,159999972
Apartamento en venta,10069474,43 m²,43.0m²,3720930,3,más de 30 años,2,1,0,Quirigua oriental - Bogotá,Preguntar al anunciante,159999990
Apartamento en venta,7797278,0 m²,50.0m²,3440000,3,9 a 15 años,3,2,0,Centro engativa - Bogotá,Calle 72F No. 116B-84,172000000
Apartamento en venta,7944076,84 m²,89.0m²,3876404,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,344999956
Apartamento en venta,7670848,0 m²,80.0m²,4125000,4,9 a 15 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,330000000
Casa en venta,10026934,0 m²,105.0m²,2333333,2,1 a 8 años,4,2,1,La riviera - Bogotá,Calle 70 # 112B - 87,244999965
Casa en venta,7966379,57 m²,57.0m²,3668421,2,9 a 15 años,2,1,0,Villas de alcala - Bogotá,Preguntar al anunciante,209099997
Apartamento en venta,10059818,0 m²,62.0m²,3903225,3,1 a 8 años,3,2,1,Centro engativa - Bogotá,Calle 72F # 113A - 85,241999950
Apartamento en venta,7964469,65 m²,67.0m²,3194029,3,9 a 15 años,3,2,0,El dorado - Bogotá,Preguntar al anunciante,213999943
Apartamento en venta,10070517,57 m²,60.0m²,3166666,2,1 a 8 años,2,1,0,El dorado - Bogotá,Preguntar al anunciante,189999960
Apartamento en venta,10066754,0 m²,62.0m²,2338709,2,Sin información,3,2,0,La riviera - Bogotá,Calle 70 # 112B - 30,144999958
Apartamento en venta,10030733,0 m²,70.0m²,4571428,4,1 a 8 años,3,2,1,El dorado - Bogotá,Diagonal 77B # 116B - 55,319999960
Apartamento en venta,7966685,70 m²,70.0m²,4428571,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,309999970
Apartamento en venta,10063864,80 m²,84.0m²,3928571,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,329999964
Apartamento en venta,7962237,61 m²,65.0m²,3538461,3,9 a 15 años,3,2,0,El dorado - Bogotá,Preguntar al anunciante,229999965
Apartamento en venta,7984795,70 m²,70.0m²,4428571,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,309999970
Apartamento en venta,3370112,0 m²,66.0m²,3484848,3,9 a 15 años,3,2,1,Engativa el dorado - Bogotá,Preguntar al anunciante,229999968
Casa en venta,10064770,252 m²,288.0m²,2777777,3,16 a 30 años,10,4,1,Villa del mar - Bogotá,Calle 67B # 105 - 70,799999776
Apartamento en venta,10052323,59 m²,59.0m²,4067796,3,9 a 15 años,3,2,1,Villas de alcala - Bogotá,Preguntar al anunciante,239999964
Apartamento en venta,7977224,72 m²,72.0m²,4722222,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,339999984
Apartamento en venta,10051844,0 m²,60.0m²,4083333,4,9 a 15 años,3,2,1,Centro engativa - Bogotá,Diagonal 77 # 123A - 78,244999980
Apartamento en venta,10020189,0 m²,72.0m²,4097222,4,1 a 8 años,3,2,1,El dorado - Bogotá,Calle 77B # 119A - 68,294999984
Apartamento en venta,7944076,84 m²,89.0m²,3876404,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,344999956
Apartamento en venta,7670848,0 m²,80.0m²,4125000,4,9 a 15 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,330000000
Casa en venta,7966379,57 m²,57.0m²,3668421,2,9 a 15 años,2,1,0,Villas de alcala - Bogotá,Preguntar al anunciante,209099997
Casa en venta,10026934,0 m²,105.0m²,2333333,2,1 a 8 años,4,2,1,La riviera - Bogotá,Calle 70 # 112B - 87,244999965
Apartamento en venta,10059818,0 m²,62.0m²,3903225,3,1 a 8 años,3,2,1,Centro engativa - Bogotá,Calle 72F # 113A - 85,241999950
Apartamento en venta,10030733,0 m²,70.0m²,4571428,4,1 a 8 años,3,2,1,El dorado - Bogotá,Diagonal 77B # 116B - 55,319999960
Apartamento en venta,10066754,0 m²,62.0m²,2338709,2,Sin información,3,2,0,La riviera - Bogotá,Calle 70 # 112B - 30,144999958
Apartamento en venta,10070517,57 m²,60.0m²,3166666,2,1 a 8 años,2,1,0,El dorado - Bogotá,Preguntar al anunciante,189999960
Apartamento en venta,7964469,65 m²,67.0m²,3194029,3,9 a 15 años,3,2,0,El dorado - Bogotá,Preguntar al anunciante,213999943
Apartamento en venta,7962237,61 m²,65.0m²,3538461,3,9 a 15 años,3,2,0,El dorado - Bogotá,Preguntar al anunciante,229999965
Apartamento en venta,7966685,70 m²,70.0m²,4428571,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,309999970
Apartamento en venta,7984795,70 m²,70.0m²,4428571,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,309999970
Apartamento en venta,10063864,80 m²,84.0m²,3928571,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,329999964
Apartamento en venta,3370112,0 m²,66.0m²,3484848,3,9 a 15 años,3,2,1,Engativa el dorado - Bogotá,Preguntar al anunciante,229999968
Casa en venta,10058518,0 m²,216.0m²,2731481,2,9 a 15 años,11,5,1,Villa dorado - san antonio - Bogotá,Calle 68C # 107A - 46,589999896
Casa en venta,10037402,0 m²,144.0m²,2777777,3,Sin información,5,2,1,Ciudad quirigua - Bogotá,Carrera 94F # 86B - 22,399999888
Casa en venta,10026679,0 m²,140.0m²,2785714,3,más de 30 años,3,2,0,Quirigua oriental - Bogotá,Calle 88 # 89A - 33,389999960
Casa en venta,7563240,144 m²,150.0m²,2833333,2,16 a 30 años,5,3,1,El muelle - Bogotá,Preguntar al anunciante,424999950
Apartamento en venta,10046685,58 m²,58.0m²,4827586,3,menor a 1 año,3,2,1,Los cerezos - Bogotá,Preguntar al anunciante,279999988
Apartamento en venta,7607339,67 m²,67.0m²,3731343,3,16 a 30 años,2,2,0,Ciudad quirigua - Bogotá,cra 92 85a 41,249999981
Casa en venta,10010119,220 m²,220.0m²,1950000,3,menor a 1 año,8,5,0,Ciudad quirigua - Bogotá,Calle 86B # 94F - 10,429000000
Casa en venta,10045137,216 m²,216.0m²,2175925,2,Sin información,5,3,1,Villa dorado - san antonio - Bogotá,Carrera 107A BIS # 68C - 54,469999800
Casa en venta,10042298,0 m²,130.0m²,3000000,3,16 a 30 años,3,2,0,Quirigua oriental - Bogotá,Calle 88 # 89A - 33,390000000
Apartamento en venta,10043243,0 m²,59.0m²,3898305,3,16 a 30 años,3,1,0,Quirigua oriental - Bogotá,Carrera 90 # 81A - 16,229999995
Casa en venta,10064416,0 m²,90.0m²,2888888,3,16 a 30 años,3,3,0,Quirigua oriental - Bogotá,Avenida Calle 90 # 89A - 13,259999920
Casa en venta,10056046,0 m²,150.0m²,2600000,3,9 a 15 años,5,2,0,Los cerezos - Bogotá,Preguntar al anunciante,390000000
Apartamento en venta,10059152,0 m²,60.05m²,3164029,3,más de 30 años,3,1,0,Los cerezos - Bogotá,Preguntar al anunciante,189999941
Apartamento en venta,7926746,82 m²,82.0m²,4024390,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,329999980
Apartamento en venta,7985436,52 m²,60.0m²,3498333,3,más de 30 años,3,1,0,Los cerezos - Bogotá,Preguntar al anunciante,209899980
Casa en venta,10064409,0 m²,90.0m²,2888888,3,16 a 30 años,3,2,0,Quirigua oriental - Bogotá,Avenida Calle 90 # 89A - 13,259999920
Casa en venta,10040600,0 m²,215.0m²,2162790,2,9 a 15 años,12,6,0,Las mercedes - Bogotá,Calle 66 # 106A - 13,464999850
Apartamento en venta,10043887,0 m²,100.0m²,3350000,3,1 a 8 años,3,3,1,Quirigua oriental - Bogotá,Carrera 89A # 80 - 84,335000000
Apartamento en venta,7980360,53 m²,53.0m²,4716981,4,1 a 8 años,2,2,1,El dorado - Bogotá,Preguntar al anunciante,249999993
Casa en venta,10028192,150 m²,170.0m²,2294117,3,16 a 30 años,5,2,0,Ciudad quirigua - Bogotá,Carrera 94F # 87 - 15,389999890
Apartamento en venta,7981405,68 m²,68.0m²,3970588,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,269999984
Apartamento en venta,10057161,0 m²,42.0m²,3285714,3,16 a 30 años,2,1,0,Engativa zona urbana - Bogotá,Preguntar al anunciante,137999988
Casa en venta,7912298,0 m²,108.0m²,2592592,2,16 a 30 años,3,3,1,Marandu - Bogotá,Preguntar al anunciante,279999936
Apartamento en venta,10061321,63 m²,63.0m²,2857142,2,16 a 30 años,3,1,0,Ciudad quirigua - Bogotá,Preguntar al anunciante,179999946
Casa en venta,10064704,63 m²,63.0m²,3492063,2,9 a 15 años,3,2,0,Marandu - Bogotá,Preguntar al anunciante,219999969
Apartamento en venta,7485747,72 m²,72.0m²,4444444,4,1 a 8 años,3,2,1,Centro engativa - Bogotá,Preguntar al anunciante,319999968
Apartamento en venta,5584726,0 m²,69.0m²,4492753,4,1 a 8 años,3,2,1,Villas de alcala - Bogotá,Preguntar al anunciante,309999957
Apartamento en venta,7866524,61 m²,69.0m²,4492753,4,1 a 8 años,3,2,1,Villas de alcala - Bogotá,Preguntar al anunciante,309999957
Apartaestudio en venta,10030358,35 m²,36.0m²,6666666,4,1 a 8 años,1,2,1,Centro engativa - Bogotá,KR 116B # 74A - 65,239999976
Apartamento en venta,10067667,60 m²,60.0m²,4166666,3,9 a 15 años,3,2,0,El dorado - Bogotá,Preguntar al anunciante,249999960
Apartamento en venta,10041174,68 m²,68.0m²,4264705,3,9 a 15 años,3,2,1,Centro engativa - Bogotá,Carrera 119 # 77 - 21,289999940
Casa en venta,7791602,72 m²,256.0m²,1875000,2,16 a 30 años,7,5,1,Villa dorado - san antonio - Bogotá,calle 69a  105h-17,480000000
Apartamento en venta,7983049,50 m²,50.82m²,3738685,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Preguntar al anunciante,189999971
Apartamento en venta,7866524,61 m²,69.0m²,4492753,4,1 a 8 años,3,2,1,Villas de alcala - Bogotá,Preguntar al anunciante,309999957
Apartamento en venta,5584726,0 m²,69.0m²,4492753,4,1 a 8 años,3,2,1,Villas de alcala - Bogotá,Preguntar al anunciante,309999957
Apartamento en venta,7485747,72 m²,72.0m²,4444444,4,1 a 8 años,3,2,1,Centro engativa - Bogotá,Preguntar al anunciante,319999968
Apartaestudio en venta,10030358,35 m²,36.0m²,6666666,4,1 a 8 años,1,2,1,Centro engativa - Bogotá,KR 116B # 74A - 65,239999976
Casa en venta,7791602,72 m²,256.0m²,1875000,2,16 a 30 años,7,5,1,Villa dorado - san antonio - Bogotá,calle 69a  105h-17,480000000
Apartamento en venta,10041174,68 m²,68.0m²,4264705,3,9 a 15 años,3,2,1,Centro engativa - Bogotá,Carrera 119 # 77 - 21,289999940
Apartamento en venta,10067667,60 m²,60.0m²,4166666,3,9 a 15 años,3,2,0,El dorado - Bogotá,Preguntar al anunciante,249999960
Apartamento en venta,10051552,"41,35 m²",41.35m²,3990326,2,1 a 8 años,2,1,0,La faena - Bogotá,KR 121A # 70A - 86,164999980
Casa en venta,6809509,198 m²,198.0m²,2878787,3,9 a 15 años,7,4,1,Centro engativa - Bogotá,Preguntar al anunciante,569999826
Apartamento en venta,10072131,0 m²,60.0m²,4000000,3,1 a 8 años,3,2,1,Centro engativa - Bogotá,Carrera 112F # 72 - 0,240000000
Apartamento en venta,6732309,80 m²,84.0m²,4559523,3,menor a 1 año,3,2,2,Paris - Bogotá,Preguntar al anunciante,382999932
Apartamento en venta,10063522,75 m²,81.0m²,4444444,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,359999964
Apartamento en venta,7568299,49 m²,49.23m²,3412553,2,1 a 8 años,3,2,0,El palmar - Bogotá,Preguntar al anunciante,167999984
Casa en venta,10067361,53 m²,53.0m²,3584905,3,16 a 30 años,4,2,0,El dorado - Bogotá,Preguntar al anunciante,189999965
Casa en venta,10053467,0 m²,139.9m²,4145818,3,más de 30 años,2,3,0,Ciudad quirigua - Bogotá,Carrera 94H # 83B - 34,579999938
Apartamento en venta,7787689,0 m²,50.0m²,3200000,3,1 a 8 años,3,2,0,Centro engativa - Bogotá,Calle 74 a  114 a -30,160000000
Casa en venta,7812468,300 m²,310.0m²,2429032,2,menor a 1 año,11,6,1,El dorado - Bogotá,calle 76B 120A 55,752999920
Apartamento en venta,10055919,69 m²,69.0m²,4550724,4,1 a 8 años,3,2,1,El dorado - Bogotá,Preguntar al anunciante,313999956
Apartamento en venta,7852024,51 m²,55.0m²,3090909,2,1 a 8 años,3,2,0,El palmar - Bogotá,Preguntar al anunciante,169999995
Casa en venta,10069359,0 m²,53.0m²,3075471,2,9 a 15 años,3,1,0,El dorado - Bogotá,Preguntar al anunciante,162999963
Apartamento en venta,10049831,"50,82 m²",50.82m²,3738685,3,9 a 15 años,3,2,0,El dorado - Bogotá,Carrera 116C # 77 - 51,189999971
Apartamento en venta,7629076,71 m²,71.0m²,3859154,4,9 a 15 años,3,2,1,Centro engativa - Bogotá,Carrera 119 # 77 - 21,273999934
Apartamento en venta,10009567,68 m²,71.0m²,3859154,4,1 a 8 años,3,2,1,Centro engativa - Bogotá,Carrera 119 # 77 - 21,273999934
Casa en venta,10008125,0 m²,176.0m²,3125000,3,más de 30 años,4,2,6,Santa Rosita - Bogotá,Calle 80B # 92 - 13,550000000
Apartamento en venta,7629076,71 m²,71.0m²,3859154,4,9 a 15 años,3,2,1,Centro engativa - Bogotá,Carrera 119 # 77 - 21,273999934
Apartamento en venta,10009567,68 m²,71.0m²,3859154,4,1 a 8 años,3,2,1,Centro engativa - Bogotá,Carrera 119 # 77 - 21,273999934
Casa en venta,10008125,0 m²,176.0m²,3125000,3,más de 30 años,4,2,6,Santa Rosita - Bogotá,Calle 80B # 92 - 13,550000000
Casa en venta,10041768,63 m²,63.0m²,3174603,2,16 a 30 años,4,1,0,Centro engativa - Bogotá,Diagonal 77 # 120A - 68,199999989
Casa en venta,10042062,0 m²,67.0m²,2686567,2,16 a 30 años,4,1,0,Granjas del dorado - Bogotá,Calle 66 # 113B - 51,179999989
Apartamento en venta,10040322,68 m²,68.0m²,4264705,4,1 a 8 años,3,2,1,El dorado - Bogotá,Carrera 120A # 77 - 20,289999940
Casa en venta,7054046,160 m²,160.0m²,1656250,2,16 a 30 años,4,4,1,Villa dorado norte - Bogotá,Preguntar al anunciante,265000000
Casa en venta,10036023,288 m²,288.0m²,2152777,2,9 a 15 años,9,6,1,Villa dorado - san antonio - Bogotá,Carrera 107A # 70 - 60,619999776
Casa en venta,7662060,108 m²,108.0m²,2962962,2,16 a 30 años,3,2,1,Villa dorado - san antonio - Bogotá,Carrera 108 # 70 - 33,319999896
Casa en venta,7981839,0 m²,42.0m²,4047619,2,9 a 15 años,2,1,0,Centro engativa - Bogotá,Preguntar al anunciante,169999998
Casa en venta,4725168,0 m²,205.0m²,2336585,2,16 a 30 años,4,2,2,Aeropuerto el dorado - Bogotá,Preguntar al anunciante,478999925
Casa en venta,10047524,0 m²,77.0m²,2727272,2,9 a 15 años,4,3,1,El palmar - Bogotá,Calle 64C # 113C - 70,209999944
Apartamento en venta,10040673,68 m²,68.0m²,4264705,4,1 a 8 años,3,2,1,El dorado - Bogotá,KR 120A # 77 - 30,289999940
Casa en venta,7913791,108 m²,108.0m²,2083333,2,9 a 15 años,3,3,1,Centro engativa ii - Bogotá,Preguntar al anunciante,224999964
Apartamento en venta,10055992,69 m²,69.0m²,4594202,4,1 a 8 años,3,2,1,Centro engativa - Bogotá,Preguntar al anunciante,316999938
Apartamento en venta,7786226,0 m²,50.0m²,3600000,3,1 a 8 años,3,2,0,Villas de alcala - Bogotá,Preguntar al anunciante,180000000
Apartamento en venta,6732303,78 m²,82.0m²,4563414,3,menor a 1 año,3,2,2,Paris - Bogotá,Preguntar al anunciante,374199948
Casa en venta,10060437,0 m²,328.0m²,2073170,2,1 a 8 años,10,7,0,Villa dorado norte - Bogotá,Calle 64 # 107C - 32,679999760
Casa en venta,10061477,0 m²,315.0m²,2031746,2,16 a 30 años,8,2,3,Villa dorado norte - Bogotá,Carrera 110 # 64D - 24,639999990
Apartamento en venta,7497637,50 m²,54.0m²,2592592,2,1 a 8 años,3,2,0,Granjas del dorado - Bogotá,Preguntar al anunciante,139999968
Casa en venta,7812340,0 m²,220.0m²,2454545,3,más de 30 años,2,4,1,Ciudad quirigua - Bogotá,Preguntar al anunciante,539999900
Casa en venta,10038327,0 m²,288.0m²,2152777,2,9 a 15 años,9,6,1,Villa dorado - san antonio - Bogotá,Carrera 107A # 70 - 60,619999776
Casa en venta,10066048,144 m²,144.0m²,2430555,2,1 a 8 años,4,3,1,Las mercedes - Bogotá,Carrera 108 # 66 - 12,349999920
Casa en venta,10063411,"85,75 m²",85.75m²,3731778,2,9 a 15 años,5,3,0,Villa dorado - san antonio - Bogotá,Preguntar al anunciante,319999963
Casa en venta,7981839,0 m²,42.0m²,4047619,2,9 a 15 años,2,1,0,Centro engativa - Bogotá,Preguntar al anunciante,169999998
Casa en venta,7662060,108 m²,108.0m²,2962962,2,16 a 30 años,3,2,1,Villa dorado - san antonio - Bogotá,Carrera 108 # 70 - 33,319999896
Apartamento en venta,10062131,0 m²,29.0m²,4134482,2,1 a 8 años,2,1,0,Villa claver et. ii - Bogotá,Transversal 123 # 63F - 26,119899978
Casa en venta,10065680,0 m²,306.0m²,3921568,3,1 a 8 años,5,4,0,El palmar - Bogotá,Calle 64 # 113F - 16,1199999808
Casa en venta,10047871,216 m²,236.0m²,1779661,2,Sin información,7,4,1,Santa teresita - Bogotá,Preguntar al anunciante,419999996
Casa en venta,7813148,160 m²,230.0m²,1521304,2,9 a 15 años,6,3,1,Bosques de mariana - Bogotá,Preguntar al anunciante,349899920
Apartamento en venta,7010496,58 m²,61.0m²,3770491,3,1 a 8 años,3,2,1,El danubio - Bogotá,Preguntar al anunciante,229999951
Casa en venta,10060437,0 m²,328.0m²,2073170,2,1 a 8 años,10,7,0,Villa dorado norte - Bogotá,Calle 64 # 107C - 32,679999760
Casa en venta,10061477,0 m²,315.0m²,2031746,2,16 a 30 años,8,2,3,Villa dorado norte - Bogotá,Carrera 110 # 64D - 24,639999990
Apartamento en venta,7497637,50 m²,54.0m²,2592592,2,1 a 8 años,3,2,0,Granjas del dorado - Bogotá,Preguntar al anunciante,139999968
Apartamento en venta,7847989,67 m²,67.0m²,3820895,3,9 a 15 años,3,2,1,Ub. la gran granada - Bogotá,Preguntar al anunciante,255999965
Apartamento en venta,10055705,0 m²,47.0m²,3787234,2,9 a 15 años,3,2,0,Granjas del dorado - Bogotá,Calle 67A # 113 - 60,177999998
Casa en venta,10069993,130 m²,130.0m²,2615384,2,16 a 30 años,5,3,1,Centro engativa - Bogotá,Carrera 110D # 71C - 24,339999920
Casa en venta,7173352,142 m²,142.0m²,3521126,3,más de 30 años,4,2,3,Ciudad quirigua - Bogotá,CRA 90 CALLE 90,499999892
Apartamento en venta,10039976,67 m²,67.0m²,3731343,3,9 a 15 años,3,2,1,Ub. la gran granada - Bogotá,Carrera 116 # 77 - 45,249999981
Apartamento en venta,10051946,0 m²,64.0m²,3750000,3,9 a 15 años,3,2,1,Centro engativa - Bogotá,Preguntar al anunciante,240000000
Apartamento en venta,10054971,0 m²,44.0m²,4318181,3,9 a 15 años,2,1,0,Granjas del dorado - Bogotá,Preguntar al anunciante,189999964
Casa en venta,7845195,350 m²,350.0m²,1228571,2,menor a 1 año,9,5,1,La riviera - Bogotá,Calle 69D No 113B-15,429999850
Casa en venta,7672607,36 m²,144.0m²,1736111,2,1 a 8 años,4,3,1,Marandu - Bogotá,Preguntar al anunciante,249999984
Apartamento en venta,7787814,48 m²,48.0m²,3500000,2,9 a 15 años,3,2,0,Granjas del dorado - Bogotá,calle 67a 113 60,168000000
Casa en venta,7844962,0 m²,142.0m²,3521126,3,más de 30 años,4,2,3,Ciudad quirigua - Bogotá,CRA 90 CL 90,499999892
Apartamento en venta,7800280,0 m²,60.0m²,4166666,4,1 a 8 años,3,2,1,Ub. la gran granada - Bogotá,KR 116B # 74A - 40,249999960
Apartamento en venta,10071945,57 m²,65.0m²,4000000,3,9 a 15 años,3,2,1,Centro engativa - Bogotá,Calle 72F # 113 - 21,260000000
Apartamento en venta,7697538,64 m²,64.0m²,3906250,3,9 a 15 años,3,2,1,Ub. la gran granada - Bogotá,Preguntar al anunciante,250000000
Casa en venta,7998291,300 m²,300.0m²,2000000,2,Sin información,10,6,0,Marandu - Bogotá,Preguntar al anunciante,600000000
Casa en venta,7998291,300 m²,300.0m²,2000000,2,Sin información,10,6,0,Marandu - Bogotá,Preguntar al anunciante,600000000
Apartamento en venta,10042707,0 m²,56.29m²,3375377,3,16 a 30 años,2,2,0,Ub. la gran granada - Bogotá,Avenida Carrera 114 # 76 - 5,189999971
